SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
1068,Maxfair & Company Ltd. Homoeo,Millefolium,Liquid,FALSE,H-46-A-116
1069,Maxfair & Company Ltd. Homoeo,Myristica Sebifera,Liquid,FALSE,H-46-A-117
1070,Maxfair & Company Ltd. Homoeo,Teucrium Marum Verum,Liquid,FALSE,H-46-A-118
1071,Maxfair & Company Ltd. Homoeo,Viburnum Opulus,Liquid,FALSE,H-46-A-119
1072,Maxfair & Company Ltd. Homoeo,Xanthoxylum Fraxineum,Liquid,FALSE,H-46-A-120
1073,Maxfair & Company Ltd. Homoeo,MENTOMAX,Liquid,FALSE,H-46-A-121
1074,Maxfair & Company Ltd. Homoeo,AZOMIN,Liquid,Aconite Nap 6x + Bryonia 6x + Eupatorium purp 6x + Gelsemium 6x + Ipecac 6X + Phosphorus 12x,H-46-A-122
1075,Maxfair & Company Ltd. Homoeo,NUTRUMAX,Tablet,Arsenicum Alb 5X + Bismutum Subnitricum 2X + Capsicum 5X + Iris 3X + Robinia Pseudacacia,H-46-A-123
1076,Maxfair & Company Ltd. Homoeo,NEUMATOX,Drops,FALSE,H-46-A-124
1077,Maxfair & Company Ltd. Homoeo,ALFA ALFA PLUS,Syrup,FALSE,H-46-A-125
1078,Maxfair & Company Ltd. Homoeo,FYTOLOS,Tablet,FALSE,H-46-A-126
1079,Maxfair & Company Ltd. Homoeo,TROMAX,Tablet,Atropinum Sulph 5X + Heper Sulph 3X + Kali Bi 4X + Marc Bin Iod 8X + Silicea 2X,H-46-A-127
1080,Maxfair & Company Ltd. Homoeo,SABA FLOR,Drops,FALSE,H-46-A-128
1081,Maxfair & Company Ltd. Homoeo,CHELOMAX,Syrup,FALSE,H-46-A-129
1082,Maxfair & Company Ltd. Homoeo,ADHOMAX,Syrup,FALSE,H-46-A-130
1083,Maxfair & Company Ltd. Homoeo,SUPER AMBRA,Tablet,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-46-A-131
1084,Maxfair & Company Ltd. Homoeo,MILA MONA,Syrup,Avena Sat 4X + Calcium Carbonate 30 + Carica pap 4X + Chamomilla 4X + Cinamon 3X + Illicum Anisatum 4X + Zingiber off 6X,H-46-A-132
1085,Maxfair & Company Ltd. Homoeo,X-TRAPHOS,Syrup,Alfalfa 1X + Cal Phos 8X + Cinchona off 2X + Ferrum Phos 8X + formic Acid 3X + Hydrastis Can 2X + Kali Phos 6X + Mag Phos 8X + Nat Phos 6X,H-46-A-133
1086,Maxfair & Company Ltd. Homoeo,BIO MAX N0-7,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-46-A-134
1087,Maxfair & Company Ltd. Homoeo,BIO MAX NO.11,Tablet,Ferrum Phos 3X + Kali Mur 3X + Kali Sulph 3X + Nat Mur 3X + Nat Sulph 3X,H-46-A-135
1088,Maxfair & Company Ltd. Homoeo,BIO MAX NO.13,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Kali Sulph 3X + Nat Mur 3X,H-46-A-136
1089,Maxfair & Company Ltd. Homoeo,BIO MAX NO.17,Tablet,Calcaria Fluorica 3X + Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Phos 3X,H-46-A-137
