SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
1308,MXN Homoeo Laboratory,Azadirachta Indica,Liquid,FALSE,H-82-A-61
1309,MXN Homoeo Laboratory,Aloe Socotrina,Liquid,Aloe Socotrina,H-82-A-62
1310,MXN Homoeo Laboratory,Agnus Castas,Liquid,FALSE,H-82-A-63
1311,MXN Homoeo Laboratory,Abroma Augusta,Liquid,FALSE,H-82-A-58
1312,MXN Homoeo Laboratory,Aegle Marmelos,Liquid,Aegle Marmelos,H-82-A-59
1313,MXN Homoeo Laboratory,Aralia Racemosa,Liquid,FALSE,H-82-A-60
1314,MXN Homoeo Laboratory,Alumoina,Powder,Alumina 3X,H-82-A-64
1315,MXN Homoeo Laboratory,Arsenicum Sulphuratum Flavum,Tablet,Arsenicum Sulphuratum Flavum 3X,H-82-A-66
1316,MXN Homoeo Laboratory,Chionanthus Virginica,Liquid,FALSE,H-82-A-73
1317,MXN Homoeo Laboratory,Cimicifuga Racemosa,Liquid,FALSE,H-82-A-74
1318,MXN Homoeo Laboratory,Cina,Liquid,FALSE,H-82-A-75
1319,MXN Homoeo Laboratory,Cephalandra Indica,Liquid,FALSE,H-82-A-70
1320,MXN Homoeo Laboratory,Caulophyllum Thalictroides,Liquid,FALSE,H-82-A-71
1321,MXN Homoeo Laboratory,Chamomilla,Liquid,FALSE,H-82-A-72
1322,MXN Homoeo Laboratory,Capsicum Annuum,Liquid,FALSE,H-82-A-79
1323,MXN Homoeo Laboratory,Damiana,Liquid,FALSE,H-82-A-80
1324,MXN Homoeo Laboratory,Carcinosin,Liquid,Carcinosin,H-82-A-81
1325,MXN Homoeo Laboratory,Cineraria,Liquid,Cineraia Maritima Succus,H-82-A-76
1326,MXN Homoeo Laboratory,Colocynthis,Liquid,FALSE,H-82-A-77
1327,MXN Homoeo Laboratory,Creatagus Oxyacantha,Liquid,FALSE,H-82-A-78
1328,MXN Homoeo Laboratory,Eucalyptus Globulus,Liquid,Eucalyptus Globulus (Oil of Eucalyptus),H-82-A-89
1329,MXN Homoeo Laboratory,Ficus Indica,Liquid,Ficus Indica,H-82-A-86
1330,MXN Homoeo Laboratory,Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-82-A-87
1331,MXN Homoeo Laboratory,Digitalis Purpuea,Liquid,FALSE,H-82-A-82
1332,MXN Homoeo Laboratory,Drosera Rotundifolia,Liquid,FALSE,H-82-A-83
1333,MXN Homoeo Laboratory,Erythroxyfor Coca,Liquid,Erythroxyfor Coca,H-82-A-84
1334,MXN Homoeo Laboratory,Hecla Lava,Tablet,Hekla Lava/Hecla Lava,H-82-A-91
1335,MXN Homoeo Laboratory,Heper Sulphurics Calcareum,Tablet,Heper Sulphurics Calcareum,H-82-A-92
1336,MXN Homoeo Laboratory,Jaborandi,Liquid,FALSE,H-82-A-93
1337,MXN Homoeo Laboratory,Graphites,Tablet,Graphites,H-82-A-88
1338,MXN Homoeo Laboratory,Hypericum Perforatum,Liquid,Hypericum Perforatum,H-82-A-89
1339,MXN Homoeo Laboratory,Hydrocotyle Asiatica,Liquid,FALSE,H-82-A-90
1340,MXN Homoeo Laboratory,Olium Santalis,Liquid,Olium Santalis 6X,H-82-A-97
1341,MXN Homoeo Laboratory,Olium Morrhuae,Liquid,Olium Morrhuae,H-82-A-98
1342,MXN Homoeo Laboratory,Sarsaparilla,Liquid,FALSE,H-82-A-99
1343,MXN Homoeo Laboratory,Lycopodium Clavatum,Liquid,FALSE,H-82-A-94
1344,MXN Homoeo Laboratory,Mercurius Hahnemanni,Tablet,Mercurius Hahnemanni,H-82-A-95
1345,MXN Homoeo Laboratory,Moschus,Liquid,Moschus,H-82-A-96
1346,MXN Homoeo Laboratory,Selenium,Tablet,Selenium,H-82-A-100
1347,MXN Homoeo Laboratory,Symphytum Officinale,Liquid,Symphytum Off.,H-82-A-101
1348,MXN Homoeo Laboratory,Titanium,Tablet,Titanium,H-82-A-102
1349,MXN Homoeo Laboratory,Fi-Flu,Tablet,Aconite 3x + Belladona 3x + Bryonia 3X + Ferrum Phos 3X + Gelsemium 3X,H-82-A-43
1350,MXN Homoeo Laboratory,Rimacin,Tablet,Ferrum Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X,H-82-A-44
1351,MXN Homoeo Laboratory,Five Phos Super,Tablet,Cale Phos-6X + Ferrum Phosphoricum 6X + Kali Phos 6X + Magnesia Phosphoricum 6X + Nat Phos 6X,H-82-A-45
1352,MXN Homoeo Laboratory,Kasturi Super,Tablet,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-82-A-46
1353,MXN Homoeo Laboratory,Neuro Care,Tablet,Abrus Precatorium 6C + Aconitum Napellus 6C + Atropa Belladonna 6C + Calendulla Officinalis 6C + Chelidonium Majus 6C + Kali Phos 6X + Viburnum Opulas 6C + Zincum Pic 6C,H-82-A-47
1354,MXN Homoeo Laboratory,Alfalfa Super,Liquid,FALSE,H-82-A-48
1355,MXN Homoeo Laboratory,Selenium Plus,Tablet,FALSE,H-82-A-49
1356,MXN Homoeo Laboratory,D-Piles,Tablet,FALSE,H-82-A-50
1357,MXN Homoeo Laboratory,Hemobit,Tablet,Argentum Nitricum 4X + Ceanothus Americanus + Cinchona Officinalis 8X + Ferrum Mate 4C + Ginkgo Biloba 100X + Justicia 4X + Nux Vomica 6X + Secle Cor 12X,H-82-A-51
1358,MXN Homoeo Laboratory,Menostrose,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X,H-82-A-53
1359,MXN Homoeo Laboratory,MXN Cardovit,Liquid,FALSE,H-82-A-54
1360,MXN Homoeo Laboratory,MXN Skin Care,Tablet,Calc. Sulph. 6x + Calcaria Fluorica 3X + Kali Sulph 3X + Nat Sulph 3X + Natrum Mur 6X,H-82-A-55
1361,MXN Homoeo Laboratory,MXN Asthmanil,Tablet,Aconite 3x + Bryonia 3X + Eucalyptus 2X + Eupatorium 1X + Ipecac 3X + Jelsemium 3X + Phosphorus 6x,H-82-A-56
1362,MXN Homoeo Laboratory,MXN Livocin,Tablet,Carduus Mar. 6 + Chelidonium Majus 6C + Cinchona Off 3 + Dolichos + Nux Vom 4X,H-82-A-57
1363,MXN Homoeo Laboratory,Decent Care,Tablet,Calcaria Fluorica 3X + Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Phos 3X,H-82-A-52
1364,MXN Homoeo Laboratory,Camphora 1X,Liquid,Camphora,H-46-A-238
1365,National Homoeo Hall & Laboratory,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-41-A-1
1366,National Homoeo Hall & Laboratory,Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-41-A-2
1367,National Homoeo Hall & Laboratory,Silicea,Tablet,Silicea,H-41-A-3
1368,National Homoeo Hall & Laboratory,Calcarea Fluorica,Tablet,Calcarea Fluorica,H-41-A-4
1369,National Homoeo Hall & Laboratory,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-41-A-5
1370,National Homoeo Hall & Laboratory,Kali Muriaticum,Tablet,Kali Muriaticum,H-41-A-7
1371,National Homoeo Hall & Laboratory,Kali Sulphuricum,Tablet,Kali Sulphuricum,H-41-A-7
1372,National Homoeo Hall & Laboratory,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-41-A-8
1373,National Homoeo Hall & Laboratory,Natrum  Sulphuricum,Tablet,Natrum Sulphuricum,H-41-A-9
1374,National Homoeo Hall & Laboratory,Cina,Liquid,FALSE,H-41-A-10
1375,National Homoeo Hall & Laboratory,China Officinalis,Liquid,FALSE,H-41-A-11
1376,National Homoeo Hall & Laboratory,Calcerea Sulphurica,Tablet,Calcarea Sulphurica,H-41-A-12
1377,National Homoeo Hall & Laboratory,Nux Vomica,Liquid,FALSE,H-41-A-13
1378,National Homoeo Hall & Laboratory,Calendula Officinalis,Liquid,FALSE,H-41-A-14
1379,National Homoeo Hall & Laboratory,Pulsatilla,Liquid,FALSE,H-41-A-15
1380,National Homoeo Hall & Laboratory,Cantharis,Liquid,FALSE,H-41-A-16
1381,National Homoeo Hall & Laboratory,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-41-A-17
1382,National Homoeo Hall & Laboratory,Gossypium,Liquid,FALSE,H-41-A-18
1383,National Homoeo Hall & Laboratory,Aconite Napellus,Liquid,FALSE,H-41-A-19
1384,National Homoeo Hall & Laboratory,Belladonna,Liquid,FALSE,H-41-A-20
1385,National Homoeo Hall & Laboratory,Aralia Quinquefolif,Liquid,Aralia Quinquefolif,H-41-A-21
1386,National Homoeo Hall & Laboratory,Terminalia Arjuna,Liquid,FALSE,H-41-A-23
1387,National Homoeo Hall & Laboratory,Apis Mellifica,Liquid,FALSE,H-41-A-24
1388,National Homoeo Hall & Laboratory,Blatta Orientalis,Liquid,FALSE,H-41-A-25
1389,National Homoeo Hall & Laboratory,Acid Phosphoricum,Liquid,FALSE,H-41-A-26
1390,National Homoeo Hall & Laboratory,Aegle Folia,Liquid,FALSE,H-41-A-27
1391,National Homoeo Hall & Laboratory,Andrographis Paniculata,Liquid,Andrographis Paniculata,H-41-A-28
1392,National Homoeo Hall & Laboratory,Chelidonium Majus,Liquid,FALSE,H-41-A-29
1393,National Homoeo Hall & Laboratory,Asoka Jonosia,Liquid,Asoka,H-41-A-30
1394,National Homoeo Hall & Laboratory,Borax,Liquid,FALSE,H-41-A-31
1395,National Homoeo Hall & Laboratory,Avena Sativa,Liquid,FALSE,H-41-A-32
1396,National Homoeo Hall & Laboratory,Medicago Sativa,Liquid,FALSE,H-41-A-33
1397,National Homoeo Hall & Laboratory,Justicia Adhatoda,Liquid,FALSE,H-41-A-34
1398,National Homoeo Hall & Laboratory,Euphrasia Officinalis,Liquid,FALSE,H-41-A-35
1399,New Life & Company (Pvt) Ltd. (Homoeo),Ipecon,Tablet,Aconite Nap 4X + Bryonia Alb-4X + Eucalyptus 3x + Gelsemium Sempervirens + Ipecac 3X + Phosphorus 6x + Upetorium Purp,H-20-A-165
1400,New Life & Company (Pvt) Ltd. (Homoeo),Mercona,Tablet,Baryta Carb 12X + Belladona 6X + Ferrum Phosphoricum 6X + Kali Mur 6X + Merc Bin Iod 6X,H-20-A-166
1401,New Life & Company (Pvt) Ltd. (Homoeo),Capson,Tablet,Arsenicum Alb 5X + Bismutum Subnitricum 2X + Capsicum 5X + Iris 3X + Robinia Pseudacacia,H-20-A-167
1402,New Life & Company (Pvt) Ltd. (Homoeo),Bryona,Tablet,Antim Sulph + Bryonia 2x + Drosera 2x + Eucalyptus 2X + Ipecac 3X,H-20-A-168
1403,New Life & Company (Pvt) Ltd. (Homoeo),Berbacin,Tablet,FALSE,H-20-A-169
1404,New Life & Company (Pvt) Ltd. (Homoeo),Fitolac,Tablet,Phytolacca Berry 1x,H-20-A-170
1405,New Life & Company (Pvt) Ltd. (Homoeo),Ephilon,Syrup,FALSE,H-20-A-171
1406,New Life & Company (Pvt) Ltd. (Homoeo),Ginsol,Syrup,FALSE,H-20-A-172
1407,New Life & Company (Pvt) Ltd. (Homoeo),Serolon,Syrup,FALSE,H-20-A-173
1408,New Life & Company (Pvt) Ltd. (Homoeo),Cardocil,Syrup,FALSE,H-20-A-174
1409,New Life & Company (Pvt) Ltd. (Homoeo),Combocin,Syrup,FALSE,H-20-A-175
1410,New Life & Company (Pvt) Ltd. (Homoeo),Graphites,Ointment,Graphites 1X,U-20-A-279
1411,New Life & Company (Pvt) Ltd. (Homoeo),Aesculus Hipp Tincture,Ointment,Aesculus Hipp,U-20-A-280
1412,New Life & Company (Pvt) Ltd. (Homoeo),Cantharis,Ointment,FALSE,U-20-A-281
1413,New Life & Company (Pvt) Ltd. (Homoeo),Calendula,Ointment,FALSE,U-20-A-282
1414,New Life & Company (Pvt) Ltd. (Homoeo),Rhus Tox,Ointment,FALSE,U-20-A-283
1415,New Life & Company (Pvt) Ltd. (Homoeo),Arnica Montana,Ointment,FALSE,U-20-A-284
1416,New Life & Company (Pvt) Ltd. (Homoeo),calcarea fluorica 1x,Tablet,Calcarea Fluorica,H-20-A-2
1417,New Life & Company (Pvt) Ltd. (Homoeo),calcarea sulphurica 1x,Tablet,Calcarea Sulphurica,H-20-A-3
1418,New Life & Company (Pvt) Ltd. (Homoeo),kali muriaticum 1x,Tablet,Kali Muriaticum,H-20-A-5
1419,New Life & Company (Pvt) Ltd. (Homoeo),kali sulphoricum1x,Tablet,Kali Sulphuricum,H-20-A-6
1420,New Life & Company (Pvt) Ltd. (Homoeo),kali phosphoricum 1x,Tablet,Kali Phosphoricum,H-20-A-7
1421,New Life & Company (Pvt) Ltd. (Homoeo),magnesia phosphorica 1x,Tablet,Magnesia Phosphorica,H-20-A-8
1422,New Life & Company (Pvt) Ltd. (Homoeo),Natrum Phosphoricum 1x,Tablet,Natrum Phosphoricum,H-20-A-9
1423,New Life & Company (Pvt) Ltd. (Homoeo),Natrum Sulphoricum 1x,Tablet,Natrum Sulphuricum,H-20-A-10
1424,New Life & Company (Pvt) Ltd. (Homoeo),Natrum Muriaticum 1x,Tablet,Natrum Muriaticum,H-20-A-11
1425,New Life & Company (Pvt) Ltd. (Homoeo),Silicea 1x,Tablet,Silicea,H-20-A-12
1426,New Life & Company (Pvt) Ltd. (Homoeo),Arnica Mont.,Liquid,FALSE,H-20-A-13
1427,New Life & Company (Pvt) Ltd. (Homoeo),Agnus Castus,Liquid,FALSE,H-20-A-14
1428,New Life & Company (Pvt) Ltd. (Homoeo),Amyl Nitrosum,Liquid,Amyl Nitrosum 1X,H-20-A-15
1429,New Life & Company (Pvt) Ltd. (Homoeo),Aloe socotrina,Liquid,Aloe Socotrina,H-20-A-16
1430,New Life & Company (Pvt) Ltd. (Homoeo),Avena Sativa,Liquid,FALSE,H-20-A-17
1431,New Life & Company (Pvt) Ltd. (Homoeo),Aconitum Napellus,Liquid,FALSE,H-20-A-18
1432,New Life & Company (Pvt) Ltd. (Homoeo),Acidum Phosphoricum,Liquid,FALSE,H-20-A-19
1433,New Life & Company (Pvt) Ltd. (Homoeo),Baptisia Tinctoria,Liquid,FALSE,H-20-A-20
1434,New Life & Company (Pvt) Ltd. (Homoeo),Belladonna,Liquid,FALSE,H-20-A-21
1435,New Life & Company (Pvt) Ltd. (Homoeo),Berberis Vulgaris,Liquid,FALSE,H-20-A-
1436,New Life & Company (Pvt) Ltd. (Homoeo),Blatta Orientalis,Liquid,FALSE,H-20-A-23
1437,New Life & Company (Pvt) Ltd. (Homoeo),Calendula officinalis,Liquid,FALSE,H-20-A-24
1438,New Life & Company (Pvt) Ltd. (Homoeo),Caulophyllum Thalicotroides,Liquid,FALSE,H-20-A-26
1439,New Life & Company (Pvt) Ltd. (Homoeo),Chamomilla,Liquid,FALSE,H-20-A-27
1440,New Life & Company (Pvt) Ltd. (Homoeo),Cina,Liquid,FALSE,H-20-A-28
1441,New Life & Company (Pvt) Ltd. (Homoeo),Crataegus Oxyacantha,Liquid,FALSE,H-20-A-29
1442,New Life & Company (Pvt) Ltd. (Homoeo),Colocynthis,Liquid,FALSE,H-20-A-30
1443,New Life & Company (Pvt) Ltd. (Homoeo),Colchicum Autumnale,Liquid,FALSE,H-20-A-31
1444,New Life & Company (Pvt) Ltd. (Homoeo),Chelidonium Majus,Liquid,FALSE,H-20-A-32
1445,New Life & Company (Pvt) Ltd. (Homoeo),Drosera Rotundifolia,Liquid,FALSE,H-20-A-33
1446,New Life & Company (Pvt) Ltd. (Homoeo),Dioscorea Villosa,Liquid,FALSE,H-20-A-34
1447,New Life & Company (Pvt) Ltd. (Homoeo),Damiana,Liquid,FALSE,H-20-A-35
1448,New Life & Company (Pvt) Ltd. (Homoeo),Euphrasia,Liquid,FALSE,H-20-A-36
1449,New Life & Company (Pvt) Ltd. (Homoeo),Echinacea Angustifolia,Liquid,FALSE,H-20-A-37
1450,New Life & Company (Pvt) Ltd. (Homoeo),Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-20-A-38
1451,New Life & Company (Pvt) Ltd. (Homoeo),Gossypium Herbaceum,Liquid,FALSE,H-20-A-39
1452,New Life & Company (Pvt) Ltd. (Homoeo),Hamamelis Virginica,Liquid,FALSE,H-20-A-40
1453,New Life & Company (Pvt) Ltd. (Homoeo),Hydrastis Canadensis,Liquid,FALSE,H-20-A-41
1454,New Life & Company (Pvt) Ltd. (Homoeo),Hypericum Perforetum,Liquid,Hypericum Perforatum,H-20-A-42
1455,New Life & Company (Pvt) Ltd. (Homoeo),Pilocarpus,Liquid,Pilocarpus,H-20-A-43
1456,New Life & Company (Pvt) Ltd. (Homoeo),Jonosia Asoka,Liquid,FALSE,H-20-A-44
1457,New Life & Company (Pvt) Ltd. (Homoeo),Andrographis Paniculata,Liquid,FALSE,H-20-A-45
1458,New Life & Company (Pvt) Ltd. (Homoeo),Verbascum Thapsus,Liquid,Verbascum Thapsus,H-20-A-46
1459,New Life & Company (Pvt) Ltd. (Homoeo),Nux Vomica,Liquid,FALSE,H-20-A-47
1460,New Life & Company (Pvt) Ltd. (Homoeo),Pinus Lambertiana,Liquid,FALSE,H-20-A-48
1461,New Life & Company (Pvt) Ltd. (Homoeo),Plantago Major,Liquid,FALSE,H-20-A-49
1462,New Life & Company (Pvt) Ltd. (Homoeo),Pulsatilla,Liquid,FALSE,H-20-A-50
1463,New Life & Company (Pvt) Ltd. (Homoeo),Phytolacca Decandra,Liquid,FALSE,H-20-A-51
1464,New Life & Company (Pvt) Ltd. (Homoeo),Sabal Serrulata,Liquid,Sabal Serrulata,H-20-A-52
1465,New Life & Company (Pvt) Ltd. (Homoeo),Salix Nigra,Liquid,FALSE,H-20-A-53
1466,New Life & Company (Pvt) Ltd. (Homoeo),Secale Cornutum,Liquid,FALSE,H-20-A-54
1467,New Life & Company (Pvt) Ltd. (Homoeo),Senecio Aureus,Liquid,FALSE,H-20-A-55
1468,New Life & Company (Pvt) Ltd. (Homoeo),Syzygium Jambolanum,Liquid,FALSE,H-20-A-56
1469,New Life & Company (Pvt) Ltd. (Homoeo),Thuja Occidentalis,Liquid,FALSE,H-20-A-57
1470,New Life & Company (Pvt) Ltd. (Homoeo),Viburnum Opulus,Liquid,FALSE,H-20-A-58
1471,New Life & Company (Pvt) Ltd. (Homoeo),Kreosotum,Liquid,Kreosote 2X,H-20-A-59
1472,New Life & Company (Pvt) Ltd. (Homoeo),Cinchona Officinalis,Liquid,FALSE,H-20-A-60
1473,New Life & Company (Pvt) Ltd. (Homoeo),Teucrium Marum Verum,Liquid,FALSE,H-20-A-61
1474,New Life & Company (Pvt) Ltd. (Homoeo),Cassia Sophera,Liquid,FALSE,H-20-A-62
1475,New Life & Company (Pvt) Ltd. (Homoeo),Terminalia Arjuna,Liquid,FALSE,H-20-A-63
1476,New Life & Company (Pvt) Ltd. (Homoeo),Amloki,Liquid,FALSE,H-20-A-66
1477,New Life & Company (Pvt) Ltd. (Homoeo),Aralia Recemosa,Liquid,FALSE,H-20-A-67
1478,New Life & Company (Pvt) Ltd. (Homoeo),Apis Mellifica,Liquid,FALSE,H-20-A-69
1479,New Life & Company (Pvt) Ltd. (Homoeo),Bellis Per.,Liquid,FALSE,H-20-A-70
1480,New Life & Company (Pvt) Ltd. (Homoeo),Balsum Peru.,Liquid,Balsum Peru.,H-20-A-71
1481,New Life & Company (Pvt) Ltd. (Homoeo),Bryonia Alb.,Liquid,FALSE,H-20-A-72
1482,New Life & Company (Pvt) Ltd. (Homoeo),Borax 1x,Liquid,FALSE,H-20-A-73
1483,New Life & Company (Pvt) Ltd. (Homoeo),Basak,Liquid,Basak,20-A-74
1484,New Life & Company (Pvt) Ltd. (Homoeo),Cimicifuga Racemosa,Liquid,FALSE,H-20-A-75
1485,New Life & Company (Pvt) Ltd. (Homoeo),Carduus Marianus,Liquid,FALSE,H-20-A-76
1486,New Life & Company (Pvt) Ltd. (Homoeo),Carbo Vegetabilis 1x,Tablet,Carbo Vagetabilis,H-20-A-77
1487,New Life & Company (Pvt) Ltd. (Homoeo),Ceanothus,Liquid,FALSE,H-20-A-78
1488,New Life & Company (Pvt) Ltd. (Homoeo),Digitalis Perpurea,Liquid,FALSE,H-20-A-79
1489,New Life & Company (Pvt) Ltd. (Homoeo),Filix Mas,Liquid,FIilix Mas,H-20-A-80
1490,New Life & Company (Pvt) Ltd. (Homoeo),Fraxinus Americana,Liquid,FALSE,H-20-A-81
1491,New Life & Company (Pvt) Ltd. (Homoeo),Fucus Vesiculosus,Liquid,FALSE,H-20-A-82
1492,New Life & Company (Pvt) Ltd. (Homoeo),Graphites,Tablet,Graphites 1X,H-20-A-84
1493,New Life & Company (Pvt) Ltd. (Homoeo),Hepar Sulphuris Calcareum 1x,Tablet,Heper Sulphurics Calcareum,H-20-A-85
1494,New Life & Company (Pvt) Ltd. (Homoeo),Ipecacuanha,Liquid,FALSE,H-20-A-86
1495,New Life & Company (Pvt) Ltd. (Homoeo),Ledum Palustre,Liquid,FALSE,H-20-A-87
1496,New Life & Company (Pvt) Ltd. (Homoeo),Lobelia Inflata,Liquid,FALSE,H-20-A-88
1497,New Life & Company (Pvt) Ltd. (Homoeo),Mercurius Sol Trituration,Tablet,Merc Sol Trituration,H-20-A-89
1498,New Life & Company (Pvt) Ltd. (Homoeo),Passiflora Incarnata,Liquid,FALSE,H-20-A-90
1499,New Life & Company (Pvt) Ltd. (Homoeo),Podophyllum Peltatum,Liquid,FALSE,H-20-A-91
1500,New Life & Company (Pvt) Ltd. (Homoeo),Selenium,Tablet,Selenium,H-20-A-92
1501,New Life & Company (Pvt) Ltd. (Homoeo),Uranium Nitricum 1x,Tablet,Uranium Nitricum 3X,H-20-A-93
1502,New Life & Company (Pvt) Ltd. (Homoeo),Urtica Urens,Liquid,FALSE,H-20-A-94
1503,New Life & Company (Pvt) Ltd. (Homoeo),Cineraria Maritima Succus,Liquid,Cineraia Maritima Succus,H-20-A-95
1504,New Life & Company (Pvt) Ltd. (Homoeo),Calotropis,Liquid,FALSE,H-20-A-96
1505,New Life & Company (Pvt) Ltd. (Homoeo),Cyclamen E.,Liquid,FALSE,H-20-A-98
1506,New Life & Company (Pvt) Ltd. (Homoeo),Apocynum Can.,Liquid,FALSE,H-20-A-99
1507,New Life & Company (Pvt) Ltd. (Homoeo),Aesculus Hip.,Liquid,FALSE,H-20-A-100
1508,New Life & Company (Pvt) Ltd. (Homoeo),Arsenicum Sulphuratum Flavum1x,Tablet,Arsenicum Sulphuratum Flavum 3X,H-20-A-101
1509,New Life & Company (Pvt) Ltd. (Homoeo),Badiaga,Liquid,Badiaga,H-20-A-102
1510,New Life & Company (Pvt) Ltd. (Homoeo),Condurango,Liquid,FALSE,H-20-A-103
1511,New Life & Company (Pvt) Ltd. (Homoeo),Collinsonia Can.,Liquid,FALSE,H-20-A-104
1512,New Life & Company (Pvt) Ltd. (Homoeo),Caladium Seguinum,Liquid,FALSE,H-20-A-105
1513,New Life & Company (Pvt) Ltd. (Homoeo),Carica Papaya,Liquid,FALSE,H-20-A-106
1514,New Life & Company (Pvt) Ltd. (Homoeo),Alstonia S.,Liquid,FALSE,H-20-A-107
1515,New Life & Company (Pvt) Ltd. (Homoeo),Aspidosperma,Liquid,Aspidosperma,H-20-A-108
1516,New Life & Company (Pvt) Ltd. (Homoeo),Artemisia Vulgaris,Liquid,Artemisia Vulgaris,H-20-A-109
1517,New Life & Company (Pvt) Ltd. (Homoeo),Aletris Farinosa,Liquid,FALSE,H-20-A-110
1518,New Life & Company (Pvt) Ltd. (Homoeo),Abroma Aug.,Liquid,FALSE,H-20-A-111
1519,New Life & Company (Pvt) Ltd. (Homoeo),Atista Ind.,Liquid,FALSE,H-20-A-112
1520,New Life & Company (Pvt) Ltd. (Homoeo),Arctium Lappa,Liquid,Arctium Lappa,H-20-A-113
1521,New Life & Company (Pvt) Ltd. (Homoeo),Aeglefolia,Liquid,FALSE,H-20-A-114
1522,New Life & Company (Pvt) Ltd. (Homoeo),Asafoetida,Liquid,Asafoetida,H-20-A-115
1523,New Life & Company (Pvt) Ltd. (Homoeo),Adonis,Liquid,FALSE,H-20-A-116
1524,New Life & Company (Pvt) Ltd. (Homoeo),Abies Nig.,Liquid,FALSE,H-20-A-117
1525,New Life & Company (Pvt) Ltd. (Homoeo),Acid Sulph.,Liquid,Acid Sulph.,H-20-A-118
1526,New Life & Company (Pvt) Ltd. (Homoeo),Gymnema Sylvestre,Liquid,FALSE,H-20-A-119
1527,New Life & Company (Pvt) Ltd. (Homoeo),Geranium Maculatum,Liquid,Geranium Maculatum,H-20-A-120
1528,New Life & Company (Pvt) Ltd. (Homoeo),Ginseng,Liquid,FALSE,H-20-A-121
1529,New Life & Company (Pvt) Ltd. (Homoeo),Helonias Dioica,Liquid,Helonias Dioica,H-20-A-122
1530,New Life & Company (Pvt) Ltd. (Homoeo),Hydrocotyle Asiatica,Liquid,FALSE,H-20-A-123
1531,New Life & Company (Pvt) Ltd. (Homoeo),Iodium,Liquid,Iodium,H-20-A-124
1532,New Life & Company (Pvt) Ltd. (Homoeo),Kurchi,Liquid,FALSE,H-20-A-126
1533,New Life & Company (Pvt) Ltd. (Homoeo),Tribulus Ter.,Liquid,FALSE,H-20-A-127
1534,New Life & Company (Pvt) Ltd. (Homoeo),Trillium,Liquid,Trillium,H-20-A-128
1535,New Life & Company (Pvt) Ltd. (Homoeo),Xanthoxylum,Liquid,FALSE,H-20-A-129
1536,New Life & Company (Pvt) Ltd. (Homoeo),Yerba Santa,Liquid,Yerba Santa,H-20-A-130
1537,New Life & Company (Pvt) Ltd. (Homoeo),Sarsaparilla,Liquid,FALSE,H-20-A-131
1538,New Life & Company (Pvt) Ltd. (Homoeo),Sepia,Liquid,FALSE,H-20-A-132
1539,New Life & Company (Pvt) Ltd. (Homoeo),Symphytum Off.,Liquid,Symphytum Off.,H-20-A-133
1540,New Life & Company (Pvt) Ltd. (Homoeo),Senna,Liquid,FALSE,H-20-A-134
1541,New Life & Company (Pvt) Ltd. (Homoeo),Robinia Pseudacacia,Liquid,Robinia Pseudacacia,H-20-A-135
1542,New Life & Company (Pvt) Ltd. (Homoeo),Rhus Tox.,Liquid,FALSE,H-20-A-136
1543,New Life & Company (Pvt) Ltd. (Homoeo),Sambucus Nig.,Liquid,FALSE,H-20-A-137
1544,New Life & Company (Pvt) Ltd. (Homoeo),Senega,Liquid,FALSE,H-20-A-138
1545,New Life & Company (Pvt) Ltd. (Homoeo),Olium Jecoris Aselli,Tablet,Oleum Jac 3X,H-20-A-139
1546,New Life & Company (Pvt) Ltd. (Homoeo),Ocimum Sang,Liquid,FALSE,H-20-A-140
1547,New Life & Company (Pvt) Ltd. (Homoeo),Rauwolfia Ser.,Liquid,FALSE,H-20-A-141
1548,New Life & Company (Pvt) Ltd. (Homoeo),Rhus Aromatica,Liquid,Rhus Aromatica,H-20-A-142
1549,New Life & Company (Pvt) Ltd. (Homoeo),Ranunculus Bulb,Liquid,Ranunculus Bulb.,H-20-A-143
1550,New Life & Company (Pvt) Ltd. (Homoeo),Berberis A.,Liquid,FALSE,H-20-A-144
1551,New Life & Company (Pvt) Ltd. (Homoeo),Bovista,Liquid,FALSE,H-20-A-145
1552,New Life & Company (Pvt) Ltd. (Homoeo),Psoralea Corylifolia,Liquid,Psoralea Corylifolia,H-20-A-146
1553,New Life & Company (Pvt) Ltd. (Homoeo),Chirata,Liquid,FALSE,H-20-A-147
1554,New Life & Company (Pvt) Ltd. (Homoeo),Lycopodium,Liquid,FALSE,H-20-A-148
1555,New Life & Company (Pvt) Ltd. (Homoeo),Millefolium,Liquid,FALSE,H-20-A-149
